alignment_method,fmg_qs_samples,fmg_qs_seconds,insole_qs_samples,insole_qs_seconds,local_trial,onset_status,png,record,side,status,subject,sync_status
start and end trigger phase mapping,131,1.31,116,1.16,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_03_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_04_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_05_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_06_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,263,2.63,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_07_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_08_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,107,1.07,94,0.94,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_09_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_10_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,314,3.14,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_11_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,196,1.96,172,1.72,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_12_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,116,1.16,110,1.1,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_13_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,270,2.7,237,2.37,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_14_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,197,1.97,205,2.05,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_15_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,260,2.6,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_16_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,261,2.61,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_17_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_18_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,83,0.83,80,0.8,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_19_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,263,2.63,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_20_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,181,1.81,156,1.56,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_01_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,86,0.86,74,0.74,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_02_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,245,2.45,212,2.12,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_03_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,210,2.1,181,1.81,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_04_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,171,1.71,147,1.47,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_05_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_06_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,181,1.81,156,1.56,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_07_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,269,2.69,231,2.31,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_08_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,84,0.84,73,0.73,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_09_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_10_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,108,1.08,93,0.93,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_11_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_12_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,85,0.85,73,0.73,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_13_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,182,1.82,156,1.56,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_14_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,197,1.97,169,1.69,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_15_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_16_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_17_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_18_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_19_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,139,1.39,119,1.19,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_20_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,269,2.69,235,2.35,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_01_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_02_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,207,2.07,182,1.82,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_03_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,213,2.13,186,1.86,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_04_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,169,1.69,148,1.48,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_05_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,182,1.82,159,1.59,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_06_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,120,1.2,105,1.05,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_07_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,167,1.67,145,1.45,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_08_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,103,1.03,90,0.9,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_09_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,251,2.51,219,2.19,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_10_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,195,1.95,170,1.7,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_11_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,199,1.99,173,1.73,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_12_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,256,2.56,223,2.23,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_13_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_14_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,245,2.45,213,2.13,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_15_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_16_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_17_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,166,1.66,145,1.45,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_18_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,183,1.83,159,1.59,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_19_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_1/trial_20_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_01_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,129,1.29,111,1.11,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_02_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,300,3.0,258,2.58,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_03_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,145,1.45,124,1.24,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_04_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,89,0.89,77,0.77,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_05_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_06_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_07_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_08_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_09_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,202,2.02,175,1.75,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_10_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_11_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_12_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,245,2.45,211,2.11,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_13_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_14_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,133,1.33,115,1.15,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_15_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,77,0.77,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_16_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,96,0.96,20,0.2,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_17_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,14,0.14,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_18_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,97,0.97,17,0.17,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_19_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start trigger and nominal sample rate mapping,85,0.85,85,0.85,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_20_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,134,1.34,116,1.16,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_01_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,177,1.77,154,1.54,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_02_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_03_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,146,1.46,126,1.26,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_04_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,185,1.85,162,1.62,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_05_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_06_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_07_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,98,0.98,86,0.86,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_08_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_09_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,222,2.22,194,1.94,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_10_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,211,2.11,183,1.83,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_11_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,106,1.06,93,0.93,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_12_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,296,2.96,257,2.57,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_13_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,180,1.8,156,1.56,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_14_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_15_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_16_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,143,1.43,125,1.25,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_17_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_18_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_19_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start and end trigger phase mapping,189,1.89,164,1.64,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub05_H/sub_21/trial_20_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_2/trial_01_l.png,Rishabh_2,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_2/trial_01_r.png,Rishabh_2,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_3/trial_01_r.png,Rishabh_3,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,150,1.5,150,1.5,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_4/trial_01_l.png,Rishabh_4,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,86,0.86,86,0.86,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_4/trial_01_r.png,Rishabh_4,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,267,2.67,267,2.67,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_7/trial_01_l.png,Rishabh_7,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,261,2.61,261,2.61,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_7/trial_01_r.png,Rishabh_7,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,296,2.96,296,2.96,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_9/trial_01_r.png,Rishabh_9,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,226,2.26,226,2.26,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_10/trial_01_l.png,Rishabh_10,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,92,0.92,92,0.92,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_10/trial_01_r.png,Rishabh_10,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,265,2.65,265,2.65,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_11/trial_01_r.png,Rishabh_11,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,268,2.68,268,2.68,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_12/trial_01_l.png,Rishabh_12,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,265,2.65,265,2.65,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_12/trial_01_r.png,Rishabh_12,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_13/trial_01_l.png,Rishabh_13,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_13/trial_01_r.png,Rishabh_13,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_14/trial_01_l.png,Rishabh_14,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_14/trial_01_r.png,Rishabh_14,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_15/trial_01_l.png,Rishabh_15,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_15/trial_01_r.png,Rishabh_15,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,259,2.59,259,2.59,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_16/trial_01_l.png,Rishabh_16,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,247,2.47,247,2.47,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_16/trial_01_r.png,Rishabh_16,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,179,1.79,179,1.79,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_17/trial_01_l.png,Rishabh_17,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_17/trial_01_r.png,Rishabh_17,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,239,2.39,239,2.39,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_18/trial_01_l.png,Rishabh_18,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,250,2.5,250,2.5,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_18/trial_01_r.png,Rishabh_18,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_19/trial_01_l.png,Rishabh_19,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_19/trial_01_r.png,Rishabh_19,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_20/trial_01_l.png,Rishabh_20,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_20/trial_01_r.png,Rishabh_20,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,285,2.85,285,2.85,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_23/trial_01_l.png,Rishabh_23,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_23/trial_01_r.png,Rishabh_23,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,256,2.56,256,2.56,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_24/trial_01_l.png,Rishabh_24,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_24/trial_01_r.png,Rishabh_24,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,236,2.36,236,2.36,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_25/trial_01_l.png,Rishabh_25,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_25/trial_01_r.png,Rishabh_25,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,88,0.88,88,0.88,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_26/trial_01_l.png,Rishabh_26,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,98,0.98,98,0.98,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_26/trial_01_r.png,Rishabh_26,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_27/trial_01_l.png,Rishabh_27,L,created,Sub06_H,single trigger matched
