alignment_method,detection_status,fmg_display_seconds,fmg_gi_samples,fmg_gi_seconds,fmg_qs_reference_samples,insole_display_seconds,insole_gi_samples,insole_gi_seconds,insole_qs_reference_samples,local_trial,png,record,side,status,subject,sync_status
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_13/trial_08_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_21/trial_01_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_21/trial_02_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_21/trial_03_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_21/trial_04_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_21/trial_05_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_21/trial_06_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_21/trial_07_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_21/trial_08_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub07_H/rohan_21/trial_09_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_21/trial_01_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_21/trial_02_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_21/trial_03_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_21/trial_04_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_21/trial_05_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_21/trial_06_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_21/trial_07_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_21/trial_08_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub07_H/rohan_21/trial_09_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_30/trial_01_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_30/trial_02_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_30/trial_03_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_30/trial_04_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_30/trial_05_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_30/trial_06_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_30/trial_07_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_30/trial_08_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub07_H/rohan_30/trial_09_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub07_H/rohan_30/trial_10_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub07_H/rohan_30/trial_11_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_30/trial_01_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_30/trial_02_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_30/trial_03_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_30/trial_04_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_30/trial_05_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_30/trial_06_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_30/trial_07_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_30/trial_08_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub07_H/rohan_30/trial_09_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub07_H/rohan_30/trial_10_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub07_H/rohan_30/trial_11_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub08_H/sir_1/trial_01_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub08_H/sir_1/trial_02_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub08_H/sir_1/trial_03_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub08_H/sir_1/trial_04_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub08_H/sir_1/trial_05_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub08_H/sir_1/trial_06_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub08_H/sir_1/trial_07_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub08_H/sir_1/trial_08_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub08_H/sir_1/trial_09_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub08_H/sir_1/trial_10_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub08_H/sir_1/trial_11_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub08_H/sir_1/trial_12_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub08_H/sir_1/trial_13_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub08_H/sir_1/trial_14_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub08_H/sir_1/trial_15_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub08_H/sir_1/trial_16_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub08_H/sir_1/trial_17_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub08_H/sir_1/trial_18_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub08_H/sir_1/trial_19_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub08_H/sir_1/trial_20_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,21,Sub08_H/sir_1/trial_21_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub08_H/sir_1/trial_01_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub08_H/sir_1/trial_02_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub08_H/sir_1/trial_03_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub08_H/sir_1/trial_04_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub08_H/sir_1/trial_05_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub08_H/sir_1/trial_06_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub08_H/sir_1/trial_07_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub08_H/sir_1/trial_08_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub08_H/sir_1/trial_09_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub08_H/sir_1/trial_10_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub08_H/sir_1/trial_11_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub08_H/sir_1/trial_12_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub08_H/sir_1/trial_13_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub08_H/sir_1/trial_14_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub08_H/sir_1/trial_15_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub08_H/sir_1/trial_16_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub08_H/sir_1/trial_17_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub08_H/sir_1/trial_18_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub08_H/sir_1/trial_19_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub08_H/sir_1/trial_20_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,21,Sub08_H/sir_1/trial_21_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub08_H/sir_21/trial_01_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub08_H/sir_21/trial_02_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub08_H/sir_21/trial_03_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub08_H/sir_21/trial_04_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub08_H/sir_21/trial_05_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub08_H/sir_21/trial_06_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub08_H/sir_21/trial_07_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub08_H/sir_21/trial_08_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub08_H/sir_21/trial_09_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub08_H/sir_21/trial_10_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub08_H/sir_21/trial_11_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub08_H/sir_21/trial_12_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub08_H/sir_21/trial_13_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub08_H/sir_21/trial_14_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub08_H/sir_21/trial_15_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub08_H/sir_21/trial_16_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub08_H/sir_21/trial_17_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub08_H/sir_21/trial_18_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub08_H/sir_21/trial_19_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub08_H/sir_21/trial_20_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub08_H/sir_21/trial_01_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub08_H/sir_21/trial_02_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub08_H/sir_21/trial_03_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub08_H/sir_21/trial_04_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub08_H/sir_21/trial_05_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub08_H/sir_21/trial_06_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub08_H/sir_21/trial_07_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub08_H/sir_21/trial_08_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub08_H/sir_21/trial_09_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub08_H/sir_21/trial_10_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
